filename,value
14-1-04.png,115.051
14-1-05.png,147.085
14-1-06.png,177.947
14-1-07.png,207.77
14-1-08.png,236.73
14-1-09.png,264.964
14-1-10.png,292.587
14-1-11.png,319.641
14-1-12.png,345.983
14-1-13.png,371.69
14-1-14.png,381.566
14-1-15.png,382.749
14-1-16.png,383.879
14-1-17.png,384.977
14-1-18.png,386.05
14-1-19.png,387.107
14-1-20.png,388.145
14-1-21.png,393.162
14-1-22.png,398.002
14-1-23.png,402.625
14-1-24.png,407.138
14-1-25.png,411.539
14-1-26.png,415.874
14-1-27.png,420.127
14-1-28.png,424.304
14-1-30.png,432.484
14-1-31.png,436.494
14-1-32.png,440.469
14-1-33.png,444.384
14-1-34.png,448.24
14-1-35.png,452.089
14-1-36.png,455.845
14-1-37.png,459.597
14-1-38.png,463.303
14-1-40.png,470.607
14-1-41.png,474.203
14-1-42.png,477.766
14-1-43.png,481.335
14-1-44.png,484.812
14-1-45.png,488.295
15-1-01.png,8.71E-14
15-1-02.png,42.7713
15-1-03.png,80.1355
15-1-04.png,114.762
15-1-05.png,147.528
15-1-06.png,178.879
15-1-07.png,208.992
15-1-08.png,237.447
15-1-09.png,263.952
15-1-10.png,289.242
15-1-12.png,336.961
15-1-15.png,381.997
15-1-16.png,383.141
15-1-18.png,385.325
15-1-19.png,386.388
15-1-20.png,387.427
15-1-21.png,392.37
15-1-22.png,397.126
15-1-23.png,401.668
15-1-24.png,405.992
15-1-25.png,410.229
15-1-26.png,414.47
15-1-28.png,422.472
15-1-29.png,426.52
15-1-30.png,430.503
15-1-31.png,434.3
15-1-32.png,437.996
15-1-33.png,441.764
15-1-34.png,445.449
15-1-35.png,449.058
15-1-36.png,452.83
15-1-37.png,456.192
15-1-38.png,459.667
15-1-39.png,462.861
15-1-40.png,466.527
15-1-41.png,469.56
15-1-42.png,473.032
15-1-43.png,476.357
15-1-44.png,479.45
15-1-45.png,482.792
15-1-46.png,485.954
15-1-47.png,489.076
16-1-01.png,1.78E-14
16-1-02.png,43.698
16-1-03.png,81.4542
16-1-04.png,115.99
16-1-05.png,148.669
16-1-06.png,180.197
16-1-07.png,210.762
16-1-08.png,240.477
16-1-09.png,269.484
16-1-10.png,297.756
16-1-11.png,325.1
16-1-12.png,351.466
16-1-13.png,377.291
16-1-14.png,381.806
16-1-15.png,382.975
16-1-16.png,384.081
16-1-17.png,385.169
16-1-18.png,386.253
16-1-19.png,387.32
16-1-20.png,388.367
16-1-21.png,393.418
16-1-22.png,398.105
16-1-23.png,402.756
16-1-25.png,411.512
16-1-26.png,415.785
16-1-28.png,424.097
16-1-29.png,428.099
16-1-30.png,432.102
16-1-31.png,435.942
16-1-32.png,440.07
16-1-33.png,443.679
16-1-34.png,447.695
16-1-35.png,451.395
16-1-37.png,458.909
16-1-38.png,462.541
16-1-40.png,469.371
16-1-41.png,472.961
16-1-42.png,476.426
16-1-43.png,479.88
16-1-46.png,489.866
17-1-01.png,3.20E-14
17-1-02.png,44.1487
17-1-03.png,82.2527
17-1-04.png,116.753
17-1-06.png,180.243
17-1-07.png,210.283
17-1-08.png,239.503
17-1-09.png,268.023
17-1-11.png,323.437
17-1-12.png,350.481
17-1-13.png,377.035
17-1-14.png,381.837
17-1-15.png,383.006
17-1-16.png,384.122
17-1-17.png,385.212
17-1-18.png,386.279
17-1-19.png,387.328
17-1-21.png,393.417
17-1-22.png,398.117
17-1-23.png,402.748
17-1-24.png,407.248
17-1-25.png,411.654
17-1-26.png,415.967
17-1-28.png,424.369
17-1-30.png,432.535
17-1-31.png,436.49
17-1-32.png,440.439
17-1-33.png,444.309
17-1-34.png,448.173
17-1-35.png,451.93
17-1-36.png,455.668
17-1-38.png,463.038
17-1-39.png,466.626
17-1-40.png,470.194
17-1-41.png,473.716
17-1-42.png,477.29
18-1-01.png,7.11E-15
18-1-02.png,39.2416
18-1-03.png,73.9329
18-1-05.png,135.94
18-1-06.png,164.251
18-1-07.png,190.744
18-1-08.png,214.514
18-1-09.png,234.965
18-1-10.png,253.435
18-1-11.png,270.278
18-1-12.png,286.096
18-1-13.png,301.265
18-1-14.png,315.71
18-1-15.png,329.365
18-1-16.png,342.199
18-1-17.png,354.629
18-1-18.png,365.913
18-1-19.png,376.69
18-1-20.png,381.666
18-1-21.png,386.749
18-1-22.png,391.34
18-1-23.png,396.047
18-1-24.png,400.115
18-1-25.png,404.379
18-1-26.png,408.402
18-1-27.png,412.122
18-1-28.png,416.012
18-1-30.png,422.865
18-1-32.png,429.739
18-1-33.png,433.846
18-1-34.png,437.275
18-1-35.png,440.692
18-1-36.png,443.697
18-1-37.png,445.988
18-1-38.png,449.718
18-1-39.png,453.109
18-1-40.png,456.09
18-1-41.png,459.014
18-1-42.png,461.969
19-1-01.png,3.55E-15
19-1-02.png,41.4588
19-1-03.png,77.5972
19-1-05.png,142.082
19-1-06.png,172.036
19-1-07.png,201.03
19-1-08.png,229.105
19-1-09.png,256.075
19-1-10.png,281.064
19-1-11.png,304.005
19-1-12.png,325.743
19-1-13.png,346.42
19-1-14.png,366.046
19-1-15.png,381.056
19-1-16.png,382.235
19-1-17.png,383.373
19-1-18.png,384.47
19-1-19.png,385.507
19-1-21.png,391.617
19-1-22.png,396.377
19-1-23.png,400.983
19-1-24.png,405.407
19-1-25.png,409.725
19-1-26.png,413.904
19-1-27.png,418.046
19-1-28.png,422.161
19-1-29.png,426.085
19-1-30.png,430.124
19-1-31.png,434.006
19-1-32.png,437.835
19-1-33.png,441.647
19-1-34.png,445.414
19-1-35.png,449.05
19-1-36.png,452.74
19-1-37.png,456.389
19-1-38.png,460.052
19-1-39.png,463.538
19-1-40.png,467.171
19-1-41.png,470.63
19-1-42.png,474.158
19-1-43.png,477.696
19-1-44.png,481.073
19-1-45.png,484.563
19-1-46.png,487.906
20-1-02.png,42.4558
20-1-03.png,79.3364
20-1-04.png,112.927
20-1-05.png,144.417
20-1-06.png,174.642
20-1-07.png,203.899
20-1-08.png,232.328
20-1-09.png,260.087
20-1-11.png,313.735
20-1-12.png,339.207
20-1-13.png,363.655
20-1-14.png,381.106
20-1-16.png,383.462
20-1-17.png,384.564
20-1-20.png,387.751
20-1-23.png,402.222
20-1-24.png,406.741
20-1-25.png,411.113
20-1-27.png,419.68
20-1-28.png,423.844
20-1-29.png,427.912
20-1-30.png,431.99
20-1-32.png,439.912
20-1-33.png,443.824
20-1-34.png,447.682
20-1-35.png,451.472
20-1-36.png,455.277
20-1-37.png,459.009
20-1-38.png,462.702
20-1-39.png,466.391
20-1-41.png,473.636
20-1-42.png,477.178
20-1-43.png,480.717
20-1-44.png,484.177
20-1-45.png,487.65
20-1-46.png,491.068
21-1-02.png,43.504
21-1-03.png,81.9624
21-1-04.png,117.673
21-1-05.png,151.194
21-1-06.png,182.853
21-1-07.png,212.263
21-1-08.png,239.437
21-1-09.png,263.605
21-1-10.png,286.503
21-1-11.png,308.425
21-1-12.png,329.411
21-1-13.png,349.72
21-1-14.png,369.279
21-1-15.png,381.242
21-1-16.png,382.399
21-1-17.png,383.518
21-1-18.png,384.607
21-1-19.png,385.606
21-1-20.png,386.661
21-1-21.png,391.697
21-1-22.png,396.531
21-1-25.png,409.75
21-1-26.png,413.924
21-1-27.png,418.03
21-1-28.png,422.094
21-1-29.png,426.095
21-1-30.png,430.092
21-1-31.png,433.976
21-1-32.png,437.889
21-1-33.png,441.756
21-1-34.png,445.552
21-1-35.png,449.271
21-1-36.png,452.977
21-1-37.png,456.587
21-1-38.png,460.115
21-1-39.png,463.793
21-1-40.png,467.277
21-1-41.png,470.774
21-1-42.png,474.331
21-1-45.png,484.494
21-1-46.png,487.821
21-1-47.png,491.179
22-1-01.png,2.68E-14
22-1-02.png,44.6542
22-1-03.png,83.6023
22-1-05.png,153.695
22-1-06.png,186.576
22-1-07.png,218.429
22-1-08.png,249.302
22-1-09.png,279.1
22-1-10.png,307.146
22-1-11.png,333.399
22-1-12.png,358.77
22-1-13.png,380.924
22-1-14.png,382.104
22-1-15.png,383.23
22-1-16.png,384.312
22-1-17.png,385.388
22-1-18.png,386.45
22-1-19.png,387.504
22-1-20.png,388.541
22-1-21.png,393.545
22-1-22.png,398.323
22-1-23.png,402.961
22-1-24.png,407.488
22-1-25.png,411.904
22-1-26.png,416.193
22-1-27.png,420.44
22-1-28.png,424.616
22-1-29.png,428.74
22-1-30.png,432.816
22-1-31.png,436.852
22-1-32.png,440.832
22-1-34.png,448.649
22-1-35.png,452.462
22-1-36.png,456.326
22-1-37.png,460.118
22-1-38.png,463.91
22-1-39.png,467.616
22-1-40.png,471.295
22-1-41.png,475.035
22-1-42.png,478.582
22-1-43.png,482.236
22-1-44.png,485.782
22-1-45.png,489.285
23-1-01.png,1.07E-14
23-1-02.png,45.2863
23-1-03.png,84.5758
23-1-04.png,120.376
23-1-05.png,154.398
23-1-06.png,187.099
23-1-07.png,218.841
23-1-08.png,249.782
23-1-09.png,280.042
23-1-10.png,309.612
23-1-11.png,338.642
23-1-12.png,366.857
23-1-13.png,381.375
23-1-14.png,382.536
23-1-15.png,383.654
23-1-16.png,384.751
23-1-17.png,385.819
23-1-19.png,387.917
23-1-20.png,388.948
23-1-21.png,393.958
23-1-22.png,398.787
23-1-23.png,403.472
23-1-24.png,408.05
23-1-25.png,412.527
23-1-26.png,416.978
23-1-27.png,421.222
23-1-28.png,425.452
23-1-29.png,429.618
23-1-30.png,433.728
23-1-31.png,437.809
23-1-32.png,441.824
23-1-33.png,445.806
23-1-34.png,449.8
23-1-35.png,453.614
23-1-36.png,457.471
23-1-37.png,461.217
23-1-38.png,465.041
23-1-39.png,468.812
23-1-41.png,476.138
23-1-42.png,479.803
23-1-43.png,483.374
23-1-45.png,490.498
24-1-01.png,4.97E-14
24-1-02.png,44.8352
24-1-03.png,84.3059
24-1-04.png,120.961
24-1-05.png,155.842
24-1-06.png,189.094
24-1-07.png,220.756
24-1-08.png,250.893
24-1-10.png,305.931
24-1-12.png,357.167
24-1-13.png,380.779
24-1-14.png,381.982
24-1-15.png,383.101
24-1-16.png,384.195
24-1-17.png,385.372
24-1-18.png,386.411
24-1-19.png,387.472
24-1-20.png,388.494
24-1-21.png,393.525
24-1-22.png,398.277
24-1-23.png,402.773
24-1-24.png,407.207
24-1-25.png,411.432
24-1-26.png,415.612
24-1-27.png,419.941
24-1-28.png,424.024
24-1-30.png,432.061
24-1-31.png,436.072
24-1-32.png,440.032
24-1-33.png,443.848
24-1-34.png,447.507
24-1-35.png,451.44
24-1-36.png,454.888
24-1-37.png,458.675
24-1-38.png,462.162
24-1-39.png,465.84
24-1-40.png,469.559
24-1-41.png,472.915
24-1-42.png,476.488
24-1-43.png,479.697
24-1-44.png,483.252
24-1-45.png,486.873
24-1-46.png,490.056
25-1-01.png,2.33E-14
25-1-02.png,45.6268
25-1-03.png,85.2574
25-1-04.png,121.687
25-1-05.png,156.516
25-1-06.png,190.047
25-1-07.png,222.668
25-1-08.png,254.423
25-1-09.png,285.432
25-1-10.png,315.764
25-1-11.png,344.827
25-1-12.png,372.717
25-1-13.png,381.631
25-1-14.png,382.78
25-1-15.png,383.894
25-1-16.png,384.982
25-1-17.png,386.054
25-1-18.png,387.103
25-1-19.png,388.148
25-1-20.png,389.168
25-1-21.png,394.205
25-1-22.png,399.019
25-1-23.png,403.569
25-1-24.png,408.178
25-1-25.png,412.552
25-1-26.png,416.883
25-1-27.png,421.156
25-1-28.png,425.377
25-1-29.png,429.493
25-1-30.png,433.58
25-1-31.png,437.628
25-1-32.png,441.643
25-1-33.png,445.626
25-1-34.png,449.501
25-1-35.png,453.334
25-1-36.png,457.238
25-1-37.png,460.896
25-1-38.png,464.648
25-1-39.png,468.281
25-1-40.png,471.839
25-1-41.png,475.513
25-1-42.png,479.072
25-1-43.png,482.604
25-1-44.png,486.086
26-1-01.png,7.82E-14
26-1-02.png,46.0059
26-1-04.png,122.025
26-1-05.png,156.365
26-1-06.png,189.367
26-1-07.png,221.403
26-1-09.png,283.307
26-1-10.png,313.364
26-1-11.png,342.963
26-1-12.png,372.138
26-1-13.png,381.621
26-1-14.png,382.774
26-1-16.png,384.976
26-1-17.png,386.044
26-1-18.png,387.097
26-1-19.png,388.138
26-1-21.png,394.178
26-1-22.png,398.98
26-1-24.png,408.216
26-1-26.png,417.071
26-1-27.png,421.388
26-1-28.png,425.645
26-1-29.png,429.793
26-1-30.png,433.917
26-1-32.png,441.984
26-1-34.png,449.892
26-1-35.png,453.787
26-1-36.png,457.607
26-1-37.png,461.371
26-1-38.png,465.171
26-1-39.png,468.874
26-1-40.png,472.553
26-1-41.png,476.122
26-1-42.png,479.76
26-1-43.png,483.313
26-1-44.png,486.868
26-1-45.png,490.452
27-1-01.png,2.13E-14
27-1-02.png,41.8704
27-1-03.png,79.0639
27-1-04.png,113.402
27-1-05.png,145.436
27-1-06.png,175.489
27-1-07.png,203.238
27-1-08.png,227.62
27-1-09.png,248.867
27-1-10.png,268.165
27-1-11.png,285.897
27-1-12.png,302.932
27-1-13.png,319.434
27-1-14.png,335.423
27-1-15.png,349.984
27-1-16.png,364.414
27-1-17.png,377.697
27-1-18.png,381.785
27-1-21.png,388.829
27-1-22.png,393.775
27-1-23.png,398.193
27-1-24.png,402.745
27-1-25.png,406.892
27-1-26.png,411.17
27-1-27.png,415.073
27-1-28.png,418.955
27-1-29.png,422.96
27-1-30.png,426.698
27-1-31.png,430.382
27-1-33.png,437.632
27-1-35.png,444.945
27-1-36.png,448.099
27-1-37.png,451.911
27-1-38.png,455.13
27-1-39.png,458.231
27-1-40.png,461.15
27-1-41.png,464.742
27-1-42.png,467.363
27-1-44.png,474.271
27-1-45.png,477.132
27-1-46.png,479.435
27-1-47.png,481.167
28-1-02.png,43.4736
28-1-03.png,81.5532
28-1-04.png,116.628
28-1-07.png,212.572
28-1-08.png,242.429
28-1-09.png,271.064
28-1-10.png,296.973
28-1-12.png,343.575
28-1-13.png,365.11
28-1-14.png,381.066
28-1-15.png,382.227
28-1-16.png,383.333
28-1-17.png,384.408
28-1-18.png,385.491
28-1-19.png,386.526
28-1-21.png,392.563
28-1-22.png,397.339
28-1-23.png,401.972
28-1-24.png,406.512
28-1-25.png,410.86
28-1-26.png,415.16
28-1-27.png,419.408
28-1-28.png,423.56
28-1-29.png,427.707
28-1-30.png,431.774
28-1-31.png,435.776
28-1-32.png,439.764
28-1-34.png,447.601
28-1-35.png,451.459
28-1-36.png,455.216
28-1-37.png,459.008
28-1-38.png,462.753
28-1-39.png,466.385
28-1-40.png,470.045
28-1-41.png,473.646
28-1-42.png,477.307
28-1-43.png,480.825
28-1-44.png,484.404
28-1-45.png,487.828
28-1-46.png,491.209
30-1-01.png,2.33E-14
30-1-02.png,41.3142
30-1-03.png,77.3061
30-1-04.png,110.156
30-1-05.png,140.68
30-1-06.png,169.094
30-1-07.png,194.626
30-1-08.png,217.229
30-1-09.png,238.616
30-1-10.png,258.687
30-1-11.png,277.986
30-1-12.png,296.419
30-1-13.png,314.172
30-1-14.png,330.936
30-1-15.png,346.902
30-1-16.png,362.152
30-1-17.png,376.36
30-1-18.png,381.717
30-1-19.png,382.643
30-1-20.png,383.734
30-1-21.png,388.921
30-1-22.png,393.474
30-1-23.png,398.056
30-1-24.png,402.356
30-1-25.png,406.291
30-1-26.png,410.258
30-1-28.png,418.115
30-1-29.png,421.857
30-1-30.png,425.691
30-1-31.png,429.146
30-1-32.png,432.9
30-1-33.png,436.196
30-1-35.png,443.122
30-1-36.png,446.556
30-1-37.png,449.446
30-1-38.png,452.488
30-1-39.png,455.583
30-1-40.png,458.844
30-1-41.png,461.921
30-1-42.png,465.051
30-1-43.png,467.777
30-1-44.png,470.793
30-1-45.png,473.097
30-1-46.png,476.534
30-1-47.png,479.713
30-1-48.png,482.905
30-1-49.png,484.066
31-1-01.png,1.98E-14
31-1-02.png,42.6551
31-1-03.png,79.4077
31-1-04.png,112.843
31-1-05.png,144.469
31-1-06.png,174.656
31-1-07.png,203.747
31-1-08.png,231.828
31-1-09.png,258.047
31-1-10.png,282.433
31-1-13.png,351.856
31-1-14.png,373.768
31-1-15.png,381.643
31-1-16.png,382.781
31-1-18.png,384.918
31-1-19.png,385.954
31-1-20.png,386.995
31-1-21.png,391.943
31-1-22.png,396.71
31-1-25.png,409.9
31-1-26.png,414.022
31-1-27.png,418.196
31-1-28.png,422.155
31-1-29.png,426.193
31-1-30.png,430.102
31-1-31.png,433.999
31-1-32.png,437.821
31-1-33.png,441.58
31-1-34.png,445.307
31-1-35.png,449.005
31-1-36.png,452.628
31-1-37.png,456.181
31-1-38.png,459.804
31-1-39.png,463.335
31-1-40.png,466.797
31-1-41.png,470.138
31-1-42.png,473.485
31-1-44.png,480.083
31-1-45.png,483.345
31-1-46.png,486.6
32-1-01.png,1.63E-14
32-1-02.png,43.3859
32-1-04.png,114.317
32-1-05.png,146.016
32-1-06.png,176.294
32-1-08.png,233.859
32-1-09.png,261.424
32-1-10.png,288.296
32-1-11.png,314.121
32-1-12.png,339.319
32-1-13.png,363.591
32-1-14.png,381.14
32-1-15.png,382.331
32-1-16.png,383.457
32-1-17.png,384.551
32-1-18.png,385.621
32-1-19.png,386.67
32-1-20.png,387.702
32-1-21.png,392.666
32-1-22.png,397.408
32-1-23.png,401.951
32-1-24.png,406.382
32-1-25.png,410.706
32-1-26.png,414.968
32-1-27.png,419.142
32-1-29.png,427.22
32-1-30.png,431.177
32-1-31.png,435.075
32-1-33.png,442.713
32-1-34.png,446.392
32-1-35.png,450.101
32-1-36.png,453.746
32-1-37.png,457.346
32-1-38.png,460.938
32-1-39.png,464.495
32-1-40.png,467.937
32-1-41.png,471.403
32-1-42.png,474.792
32-1-43.png,478.216
32-1-44.png,481.563
32-1-45.png,484.862
32-1-46.png,488.184
32-1-47.png,491.516
33-1-02.png,42.7478
33-1-03.png,79.7433
33-1-04.png,113.666
33-1-05.png,145.62
33-1-06.png,175.871
33-1-08.png,230.794
33-1-09.png,255.881
33-1-10.png,280.257
33-1-11.png,303.296
33-1-12.png,325.69
33-1-13.png,347.18
33-1-14.png,367.725
33-1-15.png,381.199
33-1-16.png,382.365
33-1-17.png,383.488
33-1-18.png,384.575
33-1-19.png,385.637
33-1-20.png,386.653
33-1-21.png,391.626
33-1-22.png,396.244
33-1-24.png,404.891
33-1-25.png,409.011
33-1-26.png,413.175
33-1-27.png,417.139
33-1-28.png,421.05
33-1-29.png,424.977
33-1-30.png,428.882
33-1-33.png,439.824
33-1-34.png,443.345
33-1-35.png,446.643
33-1-37.png,453.274
33-1-38.png,456.895
33-1-39.png,460.177
33-1-40.png,463.584
33-1-41.png,466.438
33-1-42.png,469.662
33-1-43.png,472.852
33-1-44.png,476.007
33-1-45.png,479.416
33-1-46.png,482.344
33-1-47.png,485.279
33-1-48.png,488.384
34-1-01.png,1.78E-14
34-1-02.png,43.6877
34-1-03.png,81.1378
34-1-04.png,115.127
34-1-06.png,178.108
34-1-07.png,207.948
34-1-08.png,236.911
34-1-09.png,265.084
34-1-10.png,292.053
